iter	Passed	Remaining
1667	42005	33543
1668	42025	33514
1669	42048	33487
1670	42070	33459
1671	42090	33430
1672	42111	33402
1673	42135	33376
1674	42157	33348
1675	42179	33320
1676	42204	33295
1677	42227	33268
1678	42250	33242
1679	42271	33213
1680	42297	33188
1681	42322	33163
1682	42341	33133
1683	42364	33106
1684	42385	33078
1685	42405	33049
1686	42427	33021
1687	42449	32993
1688	42471	32966
1689	42494	32939
1690	42516	32912
1691	42539	32884
1692	42560	32856
1693	42581	32828
1694	42611	32806
1695	42633	32779
1696	42654	32751
1697	42679	32725
1698	42701	32698
1699	42725	32672
1700	42749	32646
1701	42773	32620
1702	42795	32592
1703	42817	32565
1704	42839	32538
1705	42863	32511
1706	42885	32484
1707	42908	32457
1708	42929	32429
1709	42952	32402
1710	42975	32376
1711	42997	32348
1712	43017	32319
1713	43038	32291
1714	43057	32261
1715	43080	32235
1716	43104	32208
1717	43126	32181
1718	43150	32155
1719	43173	32129
1720	43197	32103
1721	43219	32075
1722	43241	32048
1723	43266	32023
1724	43287	31995
1725	43312	31969
1726	43334	31942
1727	43356	31914
1728	43380	31889
1729	43400	31860
1730	43422	31833
1731	43443	31804
1732	43464	31776
1733	43484	31747
1734	43507	31721
1735	43529	31694
1736	43552	31667
1737	43576	31641
1738	43597	31613
1739	43619	31586
1740	43644	31561
1741	43666	31533
1742	43690	31508
1743	43713	31481
1744	43732	31452
1745	43756	31426
1746	43776	31397
1747	43798	31370
1748	43821	31344
1749	43845	31317
1750	43866	31290
1751	43892	31265
1752	43918	31241
1753	43940	31214
1754	43966	31190
1755	43991	31165
1756	44018	31141
1757	44046	31118
1758	44072	31094
1759	44097	31068
1760	44123	31044
1761	44147	31018
1762	44169	30991
1763	44189	30962
1764	44212	30936
1765	44236	30910
1766	44259	30883
1767	44280	30856
1768	44305	30831
1769	44326	30803
1770	44350	30777
1771	44373	30750
1772	44394	30722
1773	44419	30698
1774	44441	30670
1775	44463	30643
1776	44488	30618
1777	44510	30591
1778	44533	30565
1779	44557	30539
1780	44579	30512
1781	44603	30486
1782	44627	30460
1783	44648	30433
1784	44670	30406
1785	44692	30378
1786	44713	30351
1787	44734	30323
1788	44756	30296
1789	44777	30268
1790	44804	30244
1791	44829	30219
1792	44858	30197
1793	44880	30170
1794	44905	30145
1795	44930	30120
1796	44957	30096
1797	44984	30073
1798	45011	30049
1799	45034	30023
1800	45062	30000
1801	45090	29976
1802	45114	29951
1803	45143	29928
1804	45168	29903
1805	45193	29878
1806	45218	29853
1807	45247	29831
1808	45273	29807
1809	45299	29782
1810	45323	29756
1811	45345	29730
1812	45368	29703
1813	45393	29678
1814	45416	29652
1815	45443	29628
1816	45469	29604
1817	45494	29579
1818	45520	29554
1819	45541	29527
1820	45569	29503
1821	45594	29478
1822	45622	29455
1823	45644	29428
1824	45668	29403
1825	45693	29377
1826	45717	29352
1827	45738	29324
1828	45763	29299
1829	45792	29277
1830	45820	29253
1831	45844	29228
1832	45873	29205
1833	45898	29180
1834	45929	29159
1835	45956	29135
1836	45980	29110
1837	46003	29083
1838	46029	29059
1839	46049	29031
1840	46071	29004
1841	46095	28978
1842	46117	28951
1843	46140	28925
1844	46163	28898
1845	46185	28871
1846	46209	28846
1847	46233	28821
1848	46257	28795
1849	46279	28768
1850	46301	28741
1851	46322	28713
1852	46342	28685
1853	46361	28657
1854	46385	28631
1855	46406	28603
1856	46429	28577
1857	46454	28553
1858	46477	28526
1859	46499	28499
1860	46522	28473
1861	46545	28447
1862	46565	28419
1863	46588	28392
1864	46610	28366
1865	46633	28339
1866	46654	28312
1867	46678	28286
1868	46701	28261
1869	46724	28234
1870	46749	28209
1871	46774	28184
1872	46804	28162
1873	46827	28136
1874	46849	28109
1875	46868	28081
1876	46890	28054
1877	46911	28026
1878	46931	27999
1879	46954	27973
1880	46974	27945
1881	46994	27917
1882	47015	27889
1883	47036	27862
1884	47063	27838
1885	47084	27811
1886	47107	27785
1887	47127	27757
1888	47149	27730
1889	47169	27702
1890	47191	27676
1891	47213	27649
1892	47239	27624
1893	47265	27600
1894	47290	27575
1895	47312	27549
1896	47338	27524
1897	47362	27499
1898	47385	27473
1899	47406	27445
1900	47428	27419
1901	47450	27392
1902	47471	27365
1903	47492	27338
1904	47515	27311
1905	47532	27282
1906	47554	27256
1907	47576	27229
1908	47595	27200
1909	47615	27173
1910	47637	27146
1911	47659	27119
1912	47677	27091
1913	47697	27063
1914	47723	27039
1915	47748	27014
1916	47771	26988
1917	47794	26962
1918	47821	26938
1919	47845	26913
1920	47871	26888
1921	47891	26860
1922	47915	26835
1923	47936	26808
1924	47956	26780
1925	47976	26753
1926	47997	26726
1927	48021	26700
1928	48043	26674
1929	48068	26649
1930	48089	26622
1931	48110	26595
1932	48134	26569
1933	48162	26546
1934	48187	26521
1935	48209	26495
1936	48231	26469
1937	48255	26443
1938	48279	26417
1939	48301	26391
1940	48321	26364
1941	48345	26338
1942	48367	26312
1943	48392	26287
1944	48418	26263
1945	48441	26236
1946	48464	26211
1947	48488	26185
1948	48510	26159
1949	48535	26134
1950	48559	26108
1951	48581	26082
1952	48605	26057
1953	48630	26032
1954	48652	26006
1955	48674	25979
1956	48699	25954
1957	48719	25927
1958	48744	25902
1959	48766	25876
1960	48788	25849
1961	48811	25823
1962	48839	25800
1963	48863	25775
1964	48888	25750
1965	48910	25724
1966	48933	25698
1967	48957	25672
1968	48979	25646
1969	49001	25620
1970	49025	25594
1971	49046	25567
1972	49070	25542
1973	49093	25516
1974	49115	25490
1975	49137	25464
1976	49159	25437
1977	49180	25410
1978	49204	25385
1979	49229	25360
1980	49253	25335
1981	49277	25309
1982	49297	25282
1983	49317	25255
1984	49339	25228
1985	49359	25201
1986	49380	25174
1987	49404	25149
1988	49425	25122
1989	49450	25098
1990	49469	25070
1991	49491	25044
1992	49514	25018
1993	49538	24993
1994	49561	24966
1995	49582	24940
1996	49604	24913
1997	49624	24886
1998	49644	24859
1999	49666	24833
2000	49686	24806
2001	49709	24780
2002	49733	24755
2003	49758	24730
2004	49780	24703
2005	49802	24677
2006	49826	24652
2007	49848	24626
2008	49871	24600
2009	49896	24576
2010	49919	24550
2011	49939	24523
2012	49964	24498
2013	49987	24472
2014	50010	24446
2015	50030	24419
2016	50049	24392
2017	50075	24367
2018	50097	24341
2019	50119	24315
2020	50141	24289
2021	50163	24263
2022	50187	24237
2023	50211	24212
2024	50232	24186
2025	50255	24160
2026	50276	24133
2027	50296	24106
2028	50320	24081
2029	50342	24055
2030	50364	24029
2031	50388	24003
2032	50408	23976
2033	50429	23950
2034	50452	23924
2035	50475	23898
2036	50497	23872
2037	50524	23849
2038	50545	23822
2039	50569	23797
2040	50589	23770
2041	50612	23744
2042	50633	23718
2043	50652	23690
2044	50675	23665
2045	50702	23641
2046	50729	23617
2047	50753	23592
2048	50778	23567
2049	50799	23541
2050	50820	23514
2051	50845	23490
2052	50864	23462
2053	50887	23436
2054	50911	23411
2055	50931	23385
2056	50957	23360
2057	50981	23335
2058	51003	23309
2059	51026	23283
2060	51049	23258
2061	51070	23231
2062	51092	23205
2063	51113	23179
2064	51135	23153
2065	51160	23128
2066	51183	23102
2067	51206	23077
2068	51230	23052
2069	51254	23027
2070	51277	23002
2071	51300	22976
2072	51319	22949
2073	51341	22923
2074	51362	22896
2075	51383	22870
2076	51405	22844
2077	51425	22817
2078	51448	22791
2079	51474	22767
2080	51500	22743
2081	51522	22717
2082	51546	22692
2083	51570	22667
2084	51598	22644
2085	51622	22618
2086	51646	22593
2087	51671	22569
2088	51699	22545
2089	51719	22519
2090	51742	22493
2091	51764	22467
2092	51786	22441
2093	51807	22415
2094	51829	22389
2095	51852	22363
2096	51873	22337
2097	51896	22312
2098	51918	22286
2099	51939	22259
2100	51963	22234
2101	51994	22212
2102	52025	22190
2103	52047	22164
2104	52073	22140
2105	52094	22114
2106	52118	22088
2107	52143	22064
2108	52167	22039
2109	52189	22013
2110	52209	21986
2111	52231	21961
2112	52256	21936
2113	52279	21910
2114	52302	21885
2115	52325	21860
2116	52346	21833
2117	52369	21808
2118	52395	21783
2119	52420	21759
2120	52445	21734
2121	52470	21710
2122	52493	21684
2123	52516	21659
2124	52537	21633
2125	52561	21608
2126	52586	21583
2127	52609	21558
2128	52634	21533
2129	52656	21507
2130	52680	21482
2131	52708	21459
2132	52735	21435
2133	52762	21411
2134	52788	21387
2135	52817	21364
2136	52842	21339
2137	52888	21323
2138	52922	21302
2139	52964	21284
2140	52990	21260
2141	53020	21238
2142	53045	21213
2143	53069	21188
2144	53097	21164
2145	53124	21140
2146	53152	21117
2147	53179	21093
2148	53201	21067
2149	53223	21041
2150	53246	21016
2151	53271	20991
2152	53299	20968
2153	53321	20942
2154	53345	20917
2155	53368	20891
2156	53390	20866
2157	53412	20840
2158	53436	20815
2159	53460	20790
2160	53482	20764
2161	53505	20738
2162	53531	20714
2163	53550	20687
2164	53571	20661
2165	53592	20635
2166	53617	20610
2167	53644	20586
2168	53672	20563
2169	53697	20538
2170	53723	20514
2171	53748	20489
2172	53772	20464
2173	53799	20440
2174	53825	20416
2175	53849	20391
2176	53872	20366
2177	53898	20341
2178	53925	20318
2179	53947	20292
2180	53974	20268
2181	53998	20243
2182	54022	20218
2183	54044	20192
2184	54067	20167
2185	54092	20142
2186	54114	20116
2187	54139	20091
2188	54163	20067
2189	54190	20043
2190	54214	20017
2191	54237	19992
2192	54259	19966
2193	54281	19941
2194	54307	19916
2195	54334	19892
2196	54356	19867
2197	54379	19841
2198	54402	19816
2199	54426	19791
2200	54452	19767
2201	54474	19741
2202	54498	19716
2203	54519	19690
2204	54542	19664
2205	54564	19639
2206	54587	19613
2207	54610	19588
2208	54633	19563
2209	54658	19538
2210	54679	19512
2211	54701	19486
2212	54720	19460
2213	54744	19434
2214	54766	19409
2215	54787	19383
2216	54808	19357
2217	54829	19331
2218	54851	19305
2219	54871	19279
2220	54895	19254
2221	54919	19229
2222	54945	19205
2223	54969	19179
2224	54993	19155
2225	55016	19129
2226	55038	19103
2227	55061	19078
2228	55087	19054
2229	55111	19029
2230	55132	19003
2231	55154	18977
2232	55176	18952
2233	55197	18926
2234	55220	18900
2235	55242	18875
2236	55267	18850
2237	55290	18825
2238	55311	18799
2239	55336	18774
2240	55360	18749
2241	55379	18723
2242	55401	18697
2243	55425	18672
2244	55449	18647
2245	55469	18621
2246	55490	18595
2247	55511	18569
2248	55534	18544
2249	55558	18519
2250	55576	18492
2251	55598	18467
2252	55620	18441
2253	55643	18416
2254	55668	18391
2255	55690	18366
2256	55713	18340
2257	55733	18314
2258	55755	18289
2259	55776	18263
2260	55799	18237
2261	55824	18213
2262	55848	18188
2263	55869	18162
2264	55892	18137
2265	55912	18111
2266	55934	18085
2267	55959	18060
2268	55981	18035
2269	56004	18010
2270	56025	17984
2271	56050	17959
2272	56073	17934
2273	56095	17908
2274	56114	17882
2275	56138	17857
2276	56160	17832
2277	56183	17807
2278	56204	17781
2279	56226	17755
2280	56246	17729
2281	56269	17704
2282	56292	17679
2283	56317	17654
2284	56341	17629
2285	56363	17604
2286	56386	17579
2287	56408	17553
2288	56432	17528
2289	56451	17502
2290	56471	17476
2291	56494	17451
2292	56516	17425
2293	56538	17400
2294	56563	17375
2295	56586	17350
2296	56611	17326
2297	56633	17300
2298	56652	17274
2299	56673	17248
2300	56695	17222
2301	56715	17197
2302	56737	17171
2303	56757	17145
2304	56779	17120
2305	56800	17094
2306	56823	17069
2307	56848	17044
2308	56873	17020
2309	56897	16995
2310	56918	16969
2311	56942	16944
2312	56970	16921
2313	56993	16896
2314	57016	16871
2315	57041	16846
2316	57062	16820
2317	57087	16796
2318	57113	16771
2319	57136	16746
2320	57159	16721
2321	57184	16697
2322	57206	16671
2323	57230	16647
2324	57252	16621
2325	57276	16596
2326	57299	16571
2327	57325	16547
2328	57348	16522
2329	57375	16498
2330	57398	16473
2331	57420	16447
2332	57447	16424
2333	57475	16400
2334	57496	16374
2335	57518	16349
2336	57545	16325
2337	57568	16300
2338	57592	16275
2339	57617	16251
2340	57639	16225
2341	57664	16201
2342	57690	16176
2343	57714	16152
2344	57736	16126
2345	57759	16101
2346	57778	16075
2347	57802	16050
2348	57830	16026
2349	57859	16003
2350	57886	15979
2351	57909	15954
2352	57932	15929
2353	57957	15905
2354	57979	15879
2355	57985	15850
2356	58009	15825
2357	58032	15800
2358	58054	15774
2359	58076	15749
2360	58098	15724
2361	58119	15698
2362	58140	15673
2363	58160	15647
2364	58182	15621
2365	58201	15595
2366	58225	15571
2367	58248	15546
2368	58269	15520
2369	58293	15495
2370	58314	15470
2371	58337	15445
2372	58357	15419
2373	58379	15393
2374	58399	15368
2375	58419	15342
2376	58438	15316
2377	58460	15291
2378	58484	15266
2379	58506	15241
2380	58528	15215
2381	58550	15190
2382	58573	15165
2383	58597	15140
2384	58615	15114
2385	58638	15089
2386	58657	15063
2387	58677	15037
2388	58700	15012
2389	58725	14988
2390	58757	14965
2391	58783	14941
2392	58811	14917
2393	58835	14893
2394	58858	14868
2395	58879	14842
2396	58901	14817
2397	58921	14791
2398	58947	14767
2399	58969	14742
2400	58989	14716
2401	59009	14691
2402	59030	14665
2403	59051	14640
2404	59074	14614
2405	59094	14589
2406	59114	14563
2407	59137	14538
2408	59159	14513
2409	59184	14489
2410	59205	14463
2411	59227	14438
2412	59250	14413
2413	59275	14389
2414	59303	14365
2415	59334	14342
2416	59366	14319
2417	59398	14296
2418	59430	14274
2419	59454	14249
2420	59485	14226
2421	59522	14204
2422	59550	14180
2423	59578	14157
2424	59601	14132
2425	59622	14106
2426	59646	14082
2427	59668	14056
2428	59692	14032
2429	59715	14007
2430	59740	13982
2431	59764	13958
2432	59788	13933
2433	59816	13909
2434	59848	13886
2435	59882	13864
2436	59907	13839
2437	59934	13815
2438	59958	13791
2439	59992	13768
2440	60017	13744
2441	60039	13719
2442	60062	13694
2443	60085	13669
2444	60106	13643
2445	60129	13618
2446	60148	13593
2447	60171	13568
2448	60193	13542
2449	60216	13517
2450	60239	13492
2451	60260	13467
2452	60282	13442
2453	60305	13417
2454	60332	13393
2455	60353	13368
2456	60376	13343
2457	60398	13318
2458	60418	13292
2459	60440	13267
2460	60462	13242
2461	60483	13216
2462	60509	13192
2463	60535	13168
2464	60557	13143
2465	60581	13118
2466	60608	13094
2467	60627	13068
2468	60649	13043
2469	60671	13018
2470	60692	12993
2471	60717	12968
2472	60738	12943
2473	60757	12917
2474	60779	12892
2475	60802	12867
2476	60825	12842
2477	60849	12818
2478	60871	12793
2479	60892	12767
2480	60914	12742
2481	60939	12718
2482	60963	12693
2483	60985	12668
2484	61008	12643
2485	61027	12617
2486	61048	12592
2487	61071	12567
2488	61094	12542
2489	61118	12518
2490	61140	12493
2491	61161	12467
2492	61183	12442
2493	61202	12417
2494	61221	12391
2495	61241	12366
2496	61261	12340
2497	61283	12315
2498	61308	12291
2499	61336	12267
2500	61368	12244
